District,Type,2005,2010,2038,2050
4359_4359_xxx,Town,0,0,0,0
436_436_xxx,Metropolitan,700,700,700,700
436_436_xxx,Rural,0,0,0,0
436_436_xxx,Town,0,0,0,0
4360_4360_xxx,Metropolitan,2267.132995,2267.132995,5222.93,5222.93
4360_4360_xxx,Rural,0,0,0,0
4360_4360_xxx,Town,0,0,0,0
4361_4361_xxx,Metropolitan,3882.711806,3882.711806,926.92,926.92
4361_4361_xxx,Rural,0,0,0,0
4361_4361_xxx,Town,0,0,0,0
4362_4362_xxx,Metropolitan,700,700,700,700
4362_4362_xxx,Rural,0,0,0,0
4362_4362_xxx,Town,0,0,0,0
4363_4363_xxx,Metropolitan,637.29,637.29,649.57,649.57
4363_4363_xxx,Rural,0,0,0,0
4363_4363_xxx,Town,0,0,0,0
4364_4364_xxx,Metropolitan,45.93,45.93,33.66,33.66
4364_4364_xxx,Rural,0,0,0,0
4364_4364_xxx,Town,0,0,0,0
4365_4365_xxx,Metropolitan,700,700,700,700
4365_4365_xxx,Rural,0,0,0,0
4365_4365_xxx,Town,0,0,0,0
4366_4366_xxx,Metropolitan,496.78,496.78,1006.37,1006.37
4366_4366_xxx,Rural,0,0,0,0
4366_4366_xxx,Town,0,0,0,0
4367_4367_xxx,Metropolitan,3281.03,3281.03,2771.44,2771.44
4367_4367_xxx,Rural,0,0,0,0
4367_4367_xxx,Town,0,0,0,0
4368_4368_xxx,Metropolitan,700,700,700,700
4368_4368_xxx,Rural,0,0,0,0
4368_4368_xxx,Town,0,0,0,0
4369_4369_xxx,Metropolitan,1094.393903,1094.393903,1440.818532,1440.818532
4369_4369_xxx,Rural,0,0,0,0
4369_4369_xxx,Town,0,0,0,0
437_437_xxx,Metropolitan,6291.35,6291.35,6291.35,6291.35
437_437_xxx,Rural,0,0,0,0
437_437_xxx,Town,0,0,0,0
4370_4370_xxx,Metropolitan,941.724623,941.724623,595.2999934,595.2999934
4370_4370_xxx,Rural,0,0,0,0
4370_4370_xxx,Town,0,0,0,0
4371_4371_xxx,Metropolitan,700,700,700,700
4371_4371_xxx,Rural,0,0,0,0
4371_4371_xxx,Town,0,0,0,0
4372_4372_xxx,Metropolitan,869.6,869.6,869.6,869.6
4372_4372_xxx,Rural,0,0,0,0
4372_4372_xxx,Town,0,0,0,0
4373_4373_xxx,Metropolitan,700,700,700,700
4373_4373_xxx,Rural,0,0,0,0
4373_4373_xxx,Town,0,0,0,0
4374_4374_xxx,Metropolitan,700,700,700,700
4374_4374_xxx,Rural,0,0,0,0
4374_4374_xxx,Town,0,0,0,0
4375_4375_xxx,Metropolitan,859.56,859.56,859.56,859.56
4375_4375_xxx,Rural,0,0,0,0
4375_4375_xxx,Town,0,0,0,0
4376_4376_xxx,Metropolitan,700,700,700,700
4376_4376_xxx,Rural,0,0,0,0
4376_4376_xxx,Town,0,0,0,0
4377_4377_xxx,Metropolitan,700,700,700,700
4377_4377_xxx,Rural,0,0,0,0
4377_4377_xxx,Town,0,0,0,0
4378_4378_xxx,Metropolitan,921.63,921.63,1324.95,1324.95
4378_4378_xxx,Rural,0,0,0,0
4378_4378_xxx,Town,0,0,0,0
4379_4379_xxx,Metropolitan,403.32,403.32,700,700
4379_4379_xxx,Rural,0,0,0,0
4379_4379_xxx,Town,0,0,0,0
438_438_xxx,Metropolitan,700,700,700,700
438_438_xxx,Rural,0,0,0,0
438_438_xxx,Town,0,0,0,0
4380_4380_xxx,Metropolitan,700,700,700,700
4380_4380_xxx,Rural,0,0,0,0
4380_4380_xxx,Town,0,0,0,0
4381_4381_xxx,Metropolitan,640.79,640.79,640.79,640.79
4381_4381_xxx,Rural,0,0,0,0
4381_4381_xxx,Town,0,0,0,0
4382_4382_xxx,Metropolitan,700,700,700,700
4382_4382_xxx,Rural,0,0,0,0
4382_4382_xxx,Town,0,0,0,0
4383_4383_xxx,Metropolitan,700,700,700,700
4383_4383_xxx,Rural,0,0,0,0
4383_4383_xxx,Town,0,0,0,0
4384_4384_xxx,Metropolitan,784.62,784.62,784.62,784.62
4384_4384_xxx,Rural,0,0,0,0
4384_4384_xxx,Town,0,0,0,0
4385_4385_xxx,Metropolitan,3225.18,3225.18,3225.18,3225.18
4385_4385_xxx,Rural,0,0,0,0
4385_4385_xxx,Town,0,0,0,0
4386_4386_xxx,Metropolitan,700,700,700,700
4386_4386_xxx,Rural,0,0,0,0
4386_4386_xxx,Town,0,0,0,0
4387_4387_xxx,Metropolitan,963.7682601,963.7682601,1138.83,1138.83
4387_4387_xxx,Rural,0,0,0,0
4387_4387_xxx,Town,0,0,0,0
4388_4388_xxx,Metropolitan,175.0569068,175.0569068,700,700
4388_4388_xxx,Rural,0,0,0,0
4388_4388_xxx,Town,0,0,0,0
4389_4389_xxx,Metropolitan,700,700,700,700
4389_4389_xxx,Rural,0,0,0,0
4389_4389_xxx,Town,0,0,0,0
439_439_xxx,Metropolitan,298.27,298.27,298.27,298.27
439_439_xxx,Rural,0,0,0,0
439_439_xxx,Town,0,0,0,0
4390_4390_xxx,Metropolitan,752.29,752.29,1254.43,1254.43
4390_4390_xxx,Rural,0,0,0,0
4390_4390_xxx,Town,0,0,0,0
4391_4391_xxx,Metropolitan,4971.97,4971.97,4469.84,4469.84
4391_4391_xxx,Rural,0,0,0,0
4391_4391_xxx,Town,0,0,0,0
4392_4392_xxx,Metropolitan,700,700,700,700
4392_4392_xxx,Rural,0,0,0,0
4392_4392_xxx,Town,0,0,0,0
4393_4393_xxx,Metropolitan,1934.24,1934.24,2361.12,2361.12
4393_4393_xxx,Rural,0,0,0,0
4393_4393_xxx,Town,0,0,0,0
4394_4394_xxx,Metropolitan,9725.79,9725.79,9298.91,9298.91
4394_4394_xxx,Rural,0,0,0,0
4394_4394_xxx,Town,0,0,0,0
4395_4395_xxx,Metropolitan,700,700,700,700
4395_4395_xxx,Rural,0,0,0,0
4395_4395_xxx,Town,0,0,0,0
4396_4396_xxx,Metropolitan,678.56,678.56,678.56,678.56
4396_4396_xxx,Rural,0,0,0,0
4396_4396_xxx,Town,0,0,0,0
4397_4397_xxx,Metropolitan,700,700,700,700
4397_4397_xxx,Rural,0,0,0,0
4397_4397_xxx,Town,0,0,0,0
4398_4398_xxx,Metropolitan,700,700,700,700
4398_4398_xxx,Rural,0,0,0,0
4398_4398_xxx,Town,0,0,0,0
4399_4399_xxx,Metropolitan,530.8,530.8,660.14,660.14
4399_4399_xxx,Rural,0,0,0,0
4399_4399_xxx,Town,0,0,0,0
44_44_xxx,Metropolitan,700,700,700,700
44_44_xxx,Rural,0,0,0,0
44_44_xxx,Town,0,0,0,0
440_440_xxx,Metropolitan,5220.14,5220.14,5220.14,5220.14
440_440_xxx,Rural,0,0,0,0
440_440_xxx,Town,0,0,0,0
4400_4400_xxx,Metropolitan,367.15,367.15,237.81,237.81
4400_4400_xxx,Rural,0,0,0,0
4400_4400_xxx,Town,0,0,0,0
4401_4401_xxx,Metropolitan,700,700,700,700
4401_4401_xxx,Rural,0,0,0,0
4401_4401_xxx,Town,0,0,0,0
4402_4402_xxx,Metropolitan,667.73,667.73,667.73,667.73
4402_4402_xxx,Rural,0,0,0,0
4402_4402_xxx,Town,0,0,0,0
4403_4403_xxx,Metropolitan,700,700,700,700
4403_4403_xxx,Rural,0,0,0,0
4403_4403_xxx,Town,0,0,0,0
4404_4404_xxx,Metropolitan,700,700,700,700
4404_4404_xxx,Rural,0,0,0,0
4404_4404_xxx,Town,0,0,0,0
4405_4405_xxx,Metropolitan,895.08,895.08,1102.91,1102.91
4405_4405_xxx,Rural,0,0,0,0
4405_4405_xxx,Town,0,0,0,0
4406_4406_xxx,Metropolitan,4394.53,4394.53,4186.7,4186.7
4406_4406_xxx,Rural,0,0,0,0
4406_4406_xxx,Town,0,0,0,0
4407_4407_xxx,Metropolitan,700,700,700,700
4407_4407_xxx,Rural,0,0,0,0
4407_4407_xxx,Town,0,0,0,0
4408_4408_xxx,Metropolitan,611.58,611.58,611.58,611.58
4408_4408_xxx,Rural,0,0,0,0
4408_4408_xxx,Town,0,0,0,0
4409_4409_xxx,Metropolitan,700,700,700,700
4409_4409_xxx,Rural,0,0,0,0
4409_4409_xxx,Town,0,0,0,0
441_441_xxx,Metropolitan,700,700,700,700
441_441_xxx,Rural,0,0,0,0
441_441_xxx,Town,0,0,0,0
4410_4410_xxx,Metropolitan,700,700,700,700
4410_4410_xxx,Rural,0,0,0,0
4410_4410_xxx,Town,0,0,0,0
4411_4411_xxx,Metropolitan,700,700,1951.19,1951.19
4411_4411_xxx,Rural,0,0,0,0
4411_4411_xxx,Town,0,0,0,0
4412_4412_xxx,Metropolitan,3967.49,3967.49,2016.31,2016.31
4412_4412_xxx,Rural,0,0,0,0
4412_4412_xxx,Town,0,0,0,0
4413_4413_xxx,Metropolitan,700,700,700,700
4413_4413_xxx,Rural,0,0,0,0
4413_4413_xxx,Town,0,0,0,0
4414_4414_xxx,Metropolitan,700,700,700,700
4414_4414_xxx,Rural,0,0,0,0
4414_4414_xxx,Town,0,0,0,0
4415_4415_xxx,Metropolitan,6291.35,6291.35,6291.35,6291.35
4415_4415_xxx,Rural,0,0,0,0
4415_4415_xxx,Town,0,0,0,0
4416_4416_xxx,Metropolitan,700,700,700,700
4416_4416_xxx,Rural,0,0,0,0
4416_4416_xxx,Town,0,0,0,0
4417_4417_xxx,Metropolitan,298.27,298.27,298.27,298.27
4417_4417_xxx,Rural,0,0,0,0
4417_4417_xxx,Town,0,0,0,0
4418_4418_xxx,Metropolitan,5220.14,5220.14,5220.14,5220.14
4418_4418_xxx,Rural,0,0,0,0
4418_4418_xxx,Town,0,0,0,0
4419_4419_xxx,Metropolitan,700,700,700,700
4419_4419_xxx,Rural,0,0,0,0
4419_4419_xxx,Town,0,0,0,0
442_442_xxx,Metropolitan,991.45,991.45,1054.81,1054.81
442_442_xxx,Rural,0,0,0,0
442_442_xxx,Town,0,0,0,0
4420_4420_xxx,Metropolitan,991.45,991.45,1054.81,1054.81
4420_4420_xxx,Rural,0,0,0,0
4420_4420_xxx,Town,0,0,0,0
4421_4421_xxx,Metropolitan,285.87,285.87,222.51,222.51
4421_4421_xxx,Rural,0,0,0,0
4421_4421_xxx,Town,0,0,0,0
4422_4422_xxx,Metropolitan,700,700,700,700
4422_4422_xxx,Rural,0,0,0,0
4422_4422_xxx,Town,0,0,0,0
4423_4423_xxx,Metropolitan,576.41,576.41,576.41,576.41
4423_4423_xxx,Rural,0,0,0,0
4423_4423_xxx,Town,0,0,0,0
4424_4424_xxx,Metropolitan,700,700,700,700
4424_4424_xxx,Rural,0,0,0,0
4424_4424_xxx,Town,0,0,0,0
4425_4425_xxx,Metropolitan,700,700,700,700
4425_4425_xxx,Rural,0,0,0,0
4425_4425_xxx,Town,0,0,0,0
4426_4426_xxx,Metropolitan,700,700,700,700
4426_4426_xxx,Rural,0,0,0,0
4426_4426_xxx,Town,0,0,0,0
4427_4427_xxx,Metropolitan,11129.08,11129.08,11129.08,11129.08
4427_4427_xxx,Rural,0,0,0,0
4427_4427_xxx,Town,0,0,0,0
4428_4428_xxx,Metropolitan,700,700,700,700
4428_4428_xxx,Rural,0,0,0,0
4428_4428_xxx,Town,0,0,0,0
4429_4429_xxx,Metropolitan,700,700,700,700
4429_4429_xxx,Rural,0,0,0,0
4429_4429_xxx,Town,0,0,0,0
443_443_xxx,Metropolitan,285.87,285.87,222.51,222.51
443_443_xxx,Rural,0,0,0,0
443_443_xxx,Town,0,0,0,0
4430_4430_xxx,Metropolitan,6352.21,6352.21,6352.21,6352.21
4430_4430_xxx,Rural,0,0,0,0
4430_4430_xxx,Town,0,0,0,0
4431_4431_xxx,Metropolitan,700,700,700,700
4431_4431_xxx,Rural,0,0,0,0
4431_4431_xxx,Town,0,0,0,0
4432_4432_xxx,Metropolitan,700,700,281.15,281.15
4432_4432_xxx,Rural,0,0,0,0
4432_4432_xxx,Town,0,0,0,0
4433_4433_xxx,Metropolitan,20588.14,20588.14,20306.99,20306.99
4433_4433_xxx,Rural,0,0,0,0
4433_4433_xxx,Town,0,0,0,0
4434_4434_xxx,Metropolitan,700,700,700,700
4434_4434_xxx,Rural,0,0,0,0
4434_4434_xxx,Town,0,0,0,0
4435_4435_xxx,Metropolitan,669.62,669.62,669.62,669.62
4435_4435_xxx,Rural,0,0,0,0
4435_4435_xxx,Town,0,0,0,0
4436_4436_xxx,Metropolitan,2260.13,2260.13,2260.13,2260.13
4436_4436_xxx,Rural,0,0,0,0
4436_4436_xxx,Town,0,0,0,0
4437_4437_xxx,Metropolitan,700,700,700,700
4437_4437_xxx,Rural,0,0,0,0
4437_4437_xxx,Town,0,0,0,0
4438_4438_xxx,Metropolitan,769.72,769.72,900.42,900.42
4438_4438_xxx,Rural,0,0,0,0
4438_4438_xxx,Town,0,0,0,0
4439_4439_xxx,Metropolitan,1824.78,1824.78,1694.08,1694.08
4439_4439_xxx,Rural,0,0,0,0
4439_4439_xxx,Town,0,0,0,0
444_444_xxx,Metropolitan,700,700,700,700
444_444_xxx,Rural,0,0,0,0
444_444_xxx,Town,0,0,0,0
4440_4440_xxx,Metropolitan,700,700,700,700
4440_4440_xxx,Rural,0,0,0,0
4440_4440_xxx,Town,0,0,0,0
4441_4441_xxx,Metropolitan,646.33,646.33,646.33,646.33
4441_4441_xxx,Rural,0,0,0,0
4441_4441_xxx,Town,0,0,0,0
4442_4442_xxx,Metropolitan,700,700,700,700
4442_4442_xxx,Rural,0,0,0,0
4442_4442_xxx,Town,0,0,0,0
4443_4443_xxx,Metropolitan,700,700,700,700
4443_4443_xxx,Rural,0,0,0,0
4443_4443_xxx,Town,0,0,0,0
4444_4444_xxx,Metropolitan,830.8680548,830.8680548,830.8680548,830.8680548
4444_4444_xxx,Rural,0,0,0,0
4444_4444_xxx,Town,0,0,0,0
4445_4445_xxx,Metropolitan,59.26775554,59.26775554,59.26775554,59.26775554
4445_4445_xxx,Rural,0,0,0,0
4445_4445_xxx,Town,0,0,0,0
4446_4446_xxx,Metropolitan,700,700,700,700
4446_4446_xxx,Rural,0,0,0,0
4446_4446_xxx,Town,0,0,0,0
4447_4447_xxx,Metropolitan,742.25,742.25,840.17,840.17
4447_4447_xxx,Rural,0,0,0,0
4447_4447_xxx,Town,0,0,0,0
4448_4448_xxx,Metropolitan,5228.62,5228.62,5130.69,5130.69
4448_4448_xxx,Rural,0,0,0,0
4448_4448_xxx,Town,0,0,0,0
4449_4449_xxx,Metropolitan,700,700,700,700
4449_4449_xxx,Rural,0,0,0,0
4449_4449_xxx,Town,0,0,0,0
445_445_xxx,Metropolitan,576.41,576.41,576.41,576.41
445_445_xxx,Rural,0,0,0,0
445_445_xxx,Town,0,0,0,0
4450_4450_xxx,Metropolitan,676.09,676.09,676.09,676.09
4450_4450_xxx,Rural,0,0,0,0
4450_4450_xxx,Town,0,0,0,0
4451_4451_xxx,Metropolitan,1121.83,1121.83,1121.83,1121.83
4451_4451_xxx,Rural,0,0,0,0
4451_4451_xxx,Town,0,0,0,0
4452_4452_xxx,Metropolitan,700,700,700,700
4452_4452_xxx,Rural,0,0,0,0
4452_4452_xxx,Town,0,0,0,0
4453_4453_xxx,Metropolitan,828.47,828.47,1477.79,1477.79
4453_4453_xxx,Rural,0,0,0,0
4453_4453_xxx,Town,0,0,0,0
4454_4454_xxx,Metropolitan,5301.52,5301.52,4652.2,4652.2
4454_4454_xxx,Rural,0,0,0,0
4454_4454_xxx,Town,0,0,0,0
4455_4455_xxx,Metropolitan,700,700,700,700
4455_4455_xxx,Rural,0,0,0,0
4455_4455_xxx,Town,0,0,0,0
4456_4456_xxx,Metropolitan,395.96,395.96,536,536
4456_4456_xxx,Rural,0,0,0,0
4456_4456_xxx,Town,0,0,0,0
4457_4457_xxx,Metropolitan,12901.68,12901.68,12761.65,12761.65
4457_4457_xxx,Rural,0,0,0,0
4457_4457_xxx,Town,0,0,0,0
4458_4458_xxx,Metropolitan,700,700,700,700
4458_4458_xxx,Rural,0,0,0,0
4458_4458_xxx,Town,0,0,0,0
4459_4459_xxx,Metropolitan,859.4640704,859.4640704,1032.43,1032.43
4459_4459_xxx,Rural,0,0,0,0
4459_4459_xxx,Town,0,0,0,0
446_446_xxx,Metropolitan,700,700,700,700
446_446_xxx,Rural,0,0,0,0
446_446_xxx,Town,0,0,0,0
4460_4460_xxx,Metropolitan,172.9709032,172.9709032,700,700
4460_4460_xxx,Rural,0,0,0,0
4460_4460_xxx,Town,0,0,0,0
4461_4461_xxx,Metropolitan,700,700,700,700
4461_4461_xxx,Rural,0,0,0,0
4461_4461_xxx,Town,0,0,0,0
4462_4462_xxx,Metropolitan,700,700,1624.47,1624.47
4462_4462_xxx,Rural,0,0,0,0
4462_4462_xxx,Town,0,0,0,0
4463_4463_xxx,Metropolitan,8021.8,8021.8,6397.34,6397.34
4463_4463_xxx,Rural,0,0,0,0
4463_4463_xxx,Town,0,0,0,0
4464_4464_xxx,Metropolitan,700,700,700,700
4464_4464_xxx,Rural,0,0,0,0
4464_4464_xxx,Town,0,0,0,0
4465_4465_xxx,Metropolitan,965.38,965.38,932.84,932.84
4465_4465_xxx,Rural,0,0,0,0
4465_4465_xxx,Town,0,0,0,0
4466_4466_xxx,Metropolitan,1575.7,1575.7,1608.23,1608.23
4466_4466_xxx,Rural,0,0,0,0
4466_4466_xxx,Town,0,0,0,0
4467_4467_xxx,Metropolitan,700,700,700,700
4467_4467_xxx,Rural,0,0,0,0
4467_4467_xxx,Town,0,0,0,0
4468_4468_xxx,Metropolitan,1019.2,1019.2,1019.2,1019.2
4468_4468_xxx,Rural,0,0,0,0
4468_4468_xxx,Town,0,0,0,0
4469_4469_xxx,Metropolitan,2912.23,2912.23,2912.23,2912.23
4469_4469_xxx,Rural,0,0,0,0
4469_4469_xxx,Town,0,0,0,0
447_447_xxx,Metropolitan,700,700,700,700
447_447_xxx,Rural,0,0,0,0
447_447_xxx,Town,0,0,0,0
4470_4470_xxx,Metropolitan,700,700,700,700
4470_4470_xxx,Rural,0,0,0,0
4470_4470_xxx,Town,0,0,0,0
4471_4471_xxx,Metropolitan,1118.12,1118.12,1118.12,1118.12
4471_4471_xxx,Rural,0,0,0,0
4471_4471_xxx,Town,0,0,0,0
4472_4472_xxx,Metropolitan,335.76,335.76,335.76,335.76
4472_4472_xxx,Rural,0,0,0,0
4472_4472_xxx,Town,0,0,0,0
4473_4473_xxx,Metropolitan,700,700,700,700
4473_4473_xxx,Rural,0,0,0,0
4473_4473_xxx,Town,0,0,0,0
4474_4474_xxx,Metropolitan,54.4,54.4,54.4,54.4
4474_4474_xxx,Rural,0,0,0,0
4474_4474_xxx,Town,0,0,0,0
4475_4475_xxx,Metropolitan,6187.94,6187.94,6187.94,6187.94
4475_4475_xxx,Rural,0,0,0,0
4475_4475_xxx,Town,0,0,0,0
4476_4476_xxx,Metropolitan,700,700,700,700
4476_4476_xxx,Rural,0,0,0,0
4476_4476_xxx,Town,0,0,0,0
4477_4477_xxx,Metropolitan,2267.132995,2267.132995,5222.93,5222.93
4477_4477_xxx,Rural,0,0,0,0
4477_4477_xxx,Town,0,0,0,0
4478_4478_xxx,Metropolitan,3882.711806,3882.711806,926.92,926.92
4478_4478_xxx,Rural,0,0,0,0
4478_4478_xxx,Town,0,0,0,0
4479_4479_xxx,Metropolitan,700,700,700,700
4479_4479_xxx,Rural,0,0,0,0
4479_4479_xxx,Town,0,0,0,0
448_448_xxx,Metropolitan,700,700,700,700
448_448_xxx,Rural,0,0,0,0
448_448_xxx,Town,0,0,0,0
4480_4480_xxx,Metropolitan,637.29,637.29,649.57,649.57
4480_4480_xxx,Rural,0,0,0,0
4480_4480_xxx,Town,0,0,0,0
4481_4481_xxx,Metropolitan,45.93,45.93,33.66,33.66
4481_4481_xxx,Rural,0,0,0,0
4481_4481_xxx,Town,0,0,0,0
4482_4482_xxx,Metropolitan,700,700,700,700
4482_4482_xxx,Rural,0,0,0,0
4482_4482_xxx,Town,0,0,0,0
4483_4483_xxx,Metropolitan,496.78,496.78,1006.37,1006.37
4483_4483_xxx,Rural,0,0,0,0
4483_4483_xxx,Town,0,0,0,0
4484_4484_xxx,Metropolitan,3281.03,3281.03,2771.44,2771.44
4484_4484_xxx,Rural,0,0,0,0
4484_4484_xxx,Town,0,0,0,0
4485_4485_xxx,Metropolitan,700,700,700,700
4485_4485_xxx,Rural,0,0,0,0
4485_4485_xxx,Town,0,0,0,0
4486_4486_xxx,Metropolitan,1094.393903,1094.393903,1440.818532,1440.818532
4486_4486_xxx,Rural,0,0,0,0
4486_4486_xxx,Town,0,0,0,0
4487_4487_xxx,Metropolitan,941.724623,941.724623,595.2999934,595.2999934
4487_4487_xxx,Rural,0,0,0,0
4487_4487_xxx,Town,0,0,0,0
4488_4488_xxx,Metropolitan,700,700,700,700
4488_4488_xxx,Rural,0,0,0,0
4488_4488_xxx,Town,0,0,0,0
4489_4489_xxx,Metropolitan,869.6,869.6,869.6,869.6
4489_4489_xxx,Rural,0,0,0,0
4489_4489_xxx,Town,0,0,0,0
449_449_xxx,Metropolitan,11129.08,11129.08,11129.08,11129.08
449_449_xxx,Rural,0,0,0,0
449_449_xxx,Town,0,0,0,0
4490_4490_xxx,Metropolitan,700,700,700,700
4490_4490_xxx,Rural,0,0,0,0
4490_4490_xxx,Town,0,0,0,0
4491_4491_xxx,Metropolitan,700,700,700,700
4491_4491_xxx,Rural,0,0,0,0
4491_4491_xxx,Town,0,0,0,0
4492_4492_xxx,Metropolitan,859.56,859.56,859.56,859.56
4492_4492_xxx,Rural,0,0,0,0
4492_4492_xxx,Town,0,0,0,0
4493_4493_xxx,Metropolitan,700,700,700,700
4493_4493_xxx,Rural,0,0,0,0
4493_4493_xxx,Town,0,0,0,0
4494_4494_xxx,Metropolitan,700,700,700,700
4494_4494_xxx,Rural,0,0,0,0
4494_4494_xxx,Town,0,0,0,0
4495_4495_xxx,Metropolitan,921.63,921.63,1324.95,1324.95
4495_4495_xxx,Rural,0,0,0,0
4495_4495_xxx,Town,0,0,0,0
4496_4496_xxx,Metropolitan,403.32,403.32,700,700
4496_4496_xxx,Rural,0,0,0,0
4496_4496_xxx,Town,0,0,0,0
4497_4497_xxx,Metropolitan,700,700,700,700
4497_4497_xxx,Rural,0,0,0,0
4497_4497_xxx,Town,0,0,0,0
4498_4498_xxx,Metropolitan,640.79,640.79,640.79,640.79
4498_4498_xxx,Rural,0,0,0,0
4498_4498_xxx,Town,0,0,0,0
4499_4499_xxx,Metropolitan,700,700,700,700
4499_4499_xxx,Rural,0,0,0,0
4499_4499_xxx,Town,0,0,0,0
45_45_xxx,Metropolitan,700,700,700,700
45_45_xxx,Rural,0,0,0,0
45_45_xxx,Town,0,0,0,0
450_450_xxx,Metropolitan,700,700,700,700
450_450_xxx,Rural,0,0,0,0
450_450_xxx,Town,0,0,0,0
4500_4500_xxx,Metropolitan,700,700,700,700
4500_4500_xxx,Rural,0,0,0,0
4500_4500_xxx,Town,0,0,0,0
4501_4501_xxx,Metropolitan,784.62,784.62,784.62,784.62
4501_4501_xxx,Rural,0,0,0,0
4501_4501_xxx,Town,0,0,0,0
4502_4502_xxx,Metropolitan,3225.18,3225.18,3225.18,3225.18
4502_4502_xxx,Rural,0,0,0,0
4502_4502_xxx,Town,0,0,0,0
4503_4503_xxx,Metropolitan,700,700,700,700
4503_4503_xxx,Rural,0,0,0,0
4503_4503_xxx,Town,0,0,0,0
4504_4504_xxx,Metropolitan,963.7682601,963.7682601,1138.83,1138.83
4504_4504_xxx,Rural,0,0,0,0
4504_4504_xxx,Town,0,0,0,0
4505_4505_xxx,Metropolitan,175.0569068,175.0569068,700,700
4505_4505_xxx,Rural,0,0,0,0
4505_4505_xxx,Town,0,0,0,0
4506_4506_xxx,Metropolitan,700,700,700,700
4506_4506_xxx,Rural,0,0,0,0
4506_4506_xxx,Town,0,0,0,0
4507_4507_xxx,Metropolitan,752.29,752.29,1254.43,1254.43
4507_4507_xxx,Rural,0,0,0,0
4507_4507_xxx,Town,0,0,0,0
4508_4508_xxx,Metropolitan,4971.97,4971.97,4469.84,4469.84
4508_4508_xxx,Rural,0,0,0,0
4508_4508_xxx,Town,0,0,0,0
4509_4509_xxx,Metropolitan,700,700,700,700
4509_4509_xxx,Rural,0,0,0,0
4509_4509_xxx,Town,0,0,0,0
451_451_xxx,Metropolitan,700,700,700,700
451_451_xxx,Rural,0,0,0,0
451_451_xxx,Town,0,0,0,0
4510_4510_xxx,Metropolitan,1934.24,1934.24,2361.12,2361.12
4510_4510_xxx,Rural,0,0,0,0
4510_4510_xxx,Town,0,0,0,0
4511_4511_xxx,Metropolitan,9725.79,9725.79,9298.91,9298.91
4511_4511_xxx,Rural,0,0,0,0
4511_4511_xxx,Town,0,0,0,0
4512_4512_xxx,Metropolitan,700,700,700,700
4512_4512_xxx,Rural,0,0,0,0
4512_4512_xxx,Town,0,0,0,0
4513_4513_xxx,Metropolitan,678.56,678.56,678.56,678.56
4513_4513_xxx,Rural,0,0,0,0
4513_4513_xxx,Town,0,0,0,0
4514_4514_xxx,Metropolitan,700,700,700,700
4514_4514_xxx,Rural,0,0,0,0
4514_4514_xxx,Town,0,0,0,0
4515_4515_xxx,Metropolitan,700,700,700,700
4515_4515_xxx,Rural,0,0,0,0
4515_4515_xxx,Town,0,0,0,0
4516_4516_xxx,Metropolitan,530.8,530.8,660.14,660.14
4516_4516_xxx,Rural,0,0,0,0
4516_4516_xxx,Town,0,0,0,0
4517_4517_xxx,Metropolitan,367.15,367.15,237.81,237.81
4517_4517_xxx,Rural,0,0,0,0
4517_4517_xxx,Town,0,0,0,0
4518_4518_xxx,Metropolitan,700,700,700,700
4518_4518_xxx,Rural,0,0,0,0
4518_4518_xxx,Town,0,0,0,0
4519_4519_xxx,Metropolitan,667.73,667.73,667.73,667.73
4519_4519_xxx,Rural,0,0,0,0
4519_4519_xxx,Town,0,0,0,0
452_452_xxx,Metropolitan,6352.21,6352.21,6352.21,6352.21
452_452_xxx,Rural,0,0,0,0
452_452_xxx,Town,0,0,0,0
4520_4520_xxx,Metropolitan,700,700,700,700
4520_4520_xxx,Rural,0,0,0,0
4520_4520_xxx,Town,0,0,0,0
4521_4521_xxx,Metropolitan,700,700,700,700
4521_4521_xxx,Rural,0,0,0,0
4521_4521_xxx,Town,0,0,0,0
4522_4522_xxx,Metropolitan,895.08,895.08,1102.91,1102.91
4522_4522_xxx,Rural,0,0,0,0
4522_4522_xxx,Town,0,0,0,0
4523_4523_xxx,Metropolitan,4394.53,4394.53,4186.7,4186.7
4523_4523_xxx,Rural,0,0,0,0
4523_4523_xxx,Town,0,0,0,0
4524_4524_xxx,Metropolitan,700,700,700,700
4524_4524_xxx,Rural,0,0,0,0
4524_4524_xxx,Town,0,0,0,0
4525_4525_xxx,Metropolitan,611.58,611.58,611.58,611.58
4525_4525_xxx,Rural,0,0,0,0
4525_4525_xxx,Town,0,0,0,0
4526_4526_xxx,Metropolitan,700,700,700,700
4526_4526_xxx,Rural,0,0,0,0
4526_4526_xxx,Town,0,0,0,0
4527_4527_xxx,Metropolitan,700,700,700,700
4527_4527_xxx,Rural,0,0,0,0
4527_4527_xxx,Town,0,0,0,0
4528_4528_xxx,Metropolitan,700,700,1951.19,1951.19
4528_4528_xxx,Rural,0,0,0,0
4528_4528_xxx,Town,0,0,0,0
4529_4529_xxx,Metropolitan,3967.49,3967.49,2016.31,2016.31
4529_4529_xxx,Rural,0,0,0,0
4529_4529_xxx,Town,0,0,0,0
453_453_xxx,Metropolitan,700,700,700,700
453_453_xxx,Rural,0,0,0,0
453_453_xxx,Town,0,0,0,0
4530_4530_xxx,Metropolitan,700,700,700,700
4530_4530_xxx,Rural,0,0,0,0
4530_4530_xxx,Town,0,0,0,0
4531_4531_xxx,Metropolitan,700,700,700,700
