District,OwnRatio-2005,OwnRatio-2010,OwnRatio-2038,OwnRatio-2050,Threshold-2005,Threshold-2010,Threshold-2038,Threshold-2050,PropSuitable-2005,PropSuitable-2010,PropSuitable-2038,PropSuitable-2050
1621_1621_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1622_1622_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1623_1623_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1624_1624_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1625_1625_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1626_1626_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1627_1627_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1628_1628_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1629_1629_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1630_1630_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1631_1631_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1632_1632_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1633_1633_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1634_1634_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1635_1635_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1636_1636_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1637_1637_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1638_1638_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1639_1639_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1640_1640_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1641_1641_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1642_1642_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1643_1643_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1644_1644_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1645_1645_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1646_1646_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1647_1647_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1648_1648_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1649_1649_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1650_1650_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1651_1651_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1652_1652_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1653_1653_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1654_1654_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1655_1655_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1656_1656_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1657_1657_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1658_1658_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1659_1659_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1660_1660_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1661_1661_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1662_1662_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1663_1663_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1664_1664_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1665_1665_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1666_1666_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1667_1667_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1668_1668_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1669_1669_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1670_1670_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1671_1671_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1672_1672_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1673_1673_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1674_1674_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1675_1675_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1676_1676_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1677_1677_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1678_1678_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1679_1679_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1680_1680_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1681_1681_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1682_1682_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1683_1683_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1684_1684_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1685_1685_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1686_1686_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1687_1687_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1688_1688_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1689_1689_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1690_1690_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1691_1691_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1692_1692_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1693_1693_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1694_1694_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1695_1695_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1696_1696_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1697_1697_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1698_1698_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1699_1699_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1700_1700_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1701_1701_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1702_1702_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1703_1703_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1704_1704_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1705_1705_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1706_1706_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1707_1707_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1708_1708_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1709_1709_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1710_1710_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1711_1711_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1712_1712_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1713_1713_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1714_1714_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1715_1715_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1716_1716_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1717_1717_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1718_1718_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1719_1719_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1720_1720_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1721_1721_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1722_1722_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1723_1723_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1724_1724_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1725_1725_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1726_1726_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1727_1727_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1728_1728_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1729_1729_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1730_1730_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1731_1731_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1732_1732_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1733_1733_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1734_1734_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1735_1735_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1736_1736_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1737_1737_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1738_1738_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1739_1739_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1740_1740_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1741_1741_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1742_1742_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1743_1743_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1744_1744_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1745_1745_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1746_1746_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1747_1747_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1748_1748_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1749_1749_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1750_1750_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1751_1751_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1752_1752_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1753_1753_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1754_1754_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1755_1755_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1756_1756_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1757_1757_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1758_1758_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1759_1759_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1760_1760_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1761_1761_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1762_1762_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1763_1763_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1764_1764_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1765_1765_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1766_1766_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1767_1767_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1768_1768_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1769_1769_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1770_1770_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1771_1771_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1772_1772_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1773_1773_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1774_1774_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1775_1775_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1776_1776_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1777_1777_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1778_1778_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1779_1779_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1780_1780_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1781_1781_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1782_1782_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1783_1783_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1784_1784_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1785_1785_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1786_1786_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1787_1787_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1788_1788_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1789_1789_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1790_1790_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1791_1791_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1792_1792_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1793_1793_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1794_1794_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1795_1795_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1796_1796_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1797_1797_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1798_1798_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1799_1799_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1800_1800_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1801_1801_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1802_1802_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1803_1803_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1804_1804_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1805_1805_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1806_1806_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1807_1807_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1808_1808_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1809_1809_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1810_1810_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1811_1811_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1812_1812_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1813_1813_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1814_1814_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1815_1815_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1816_1816_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1817_1817_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1818_1818_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1819_1819_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1820_1820_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1821_1821_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1822_1822_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1823_1823_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1824_1824_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1825_1825_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1826_1826_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1827_1827_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1828_1828_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1829_1829_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1830_1830_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1831_1831_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1832_1832_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1833_1833_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1834_1834_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1835_1835_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1836_1836_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1837_1837_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1838_1838_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1839_1839_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1840_1840_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1841_1841_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1842_1842_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1843_1843_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1844_1844_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1845_1845_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1846_1846_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1847_1847_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1848_1848_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1849_1849_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1850_1850_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1851_1851_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1852_1852_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1853_1853_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1854_1854_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1855_1855_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1856_1856_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1857_1857_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1858_1858_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1859_1859_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1860_1860_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1861_1861_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1862_1862_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1863_1863_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1864_1864_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1865_1865_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1866_1866_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1867_1867_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1868_1868_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1869_1869_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1870_1870_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1871_1871_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1872_1872_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1873_1873_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1874_1874_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1875_1875_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1876_1876_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1877_1877_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1878_1878_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1879_1879_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1880_1880_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1881_1881_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1882_1882_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1883_1883_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1884_1884_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1885_1885_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1886_1886_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1887_1887_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1888_1888_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1889_1889_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1890_1890_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1891_1891_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1892_1892_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1893_1893_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1894_1894_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1895_1895_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1896_1896_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1897_1897_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1898_1898_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1899_1899_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1900_1900_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1901_1901_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1902_1902_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1903_1903_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1904_1904_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1905_1905_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1906_1906_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1907_1907_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1908_1908_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1909_1909_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1910_1910_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1911_1911_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1912_1912_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1913_1913_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1914_1914_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1915_1915_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1916_1916_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1917_1917_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1918_1918_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1919_1919_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1920_1920_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1921_1921_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1922_1922_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1923_1923_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1924_1924_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1925_1925_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1926_1926_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1927_1927_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1928_1928_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1929_1929_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1930_1930_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1931_1931_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1932_1932_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1933_1933_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1934_1934_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1935_1935_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1936_1936_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1937_1937_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1938_1938_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1939_1939_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1940_1940_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1941_1941_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1942_1942_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1943_1943_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1944_1944_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1945_1945_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1946_1946_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1947_1947_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1948_1948_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1949_1949_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
1950_1950_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
