District,OwnRatio-2005,OwnRatio-2010,OwnRatio-2038,OwnRatio-2050,Threshold-2005,Threshold-2010,Threshold-2038,Threshold-2050,PropSuitable-2005,PropSuitable-2010,PropSuitable-2038,PropSuitable-2050
5033_5033_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5034_5034_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5035_5035_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5036_5036_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5037_5037_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5038_5038_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5039_5039_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5040_5040_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5041_5041_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5042_5042_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5043_5043_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5044_5044_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5045_5045_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5046_5046_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5047_5047_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5048_5048_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5049_5049_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5050_5050_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5051_5051_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5052_5052_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5053_5053_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5054_5054_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5055_5055_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5056_5056_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5057_5057_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5058_5058_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5059_5059_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5060_5060_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5061_5061_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5062_5062_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5063_5063_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5064_5064_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5065_5065_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5066_5066_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5067_5067_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5068_5068_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5069_5069_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5070_5070_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5071_5071_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5072_5072_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5073_5073_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5074_5074_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5075_5075_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5076_5076_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5077_5077_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5078_5078_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5079_5079_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5080_5080_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5081_5081_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5082_5082_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5083_5083_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5084_5084_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5085_5085_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5086_5086_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5087_5087_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5088_5088_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5089_5089_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5090_5090_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5091_5091_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5092_5092_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5093_5093_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5094_5094_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5095_5095_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5096_5096_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5097_5097_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5098_5098_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5099_5099_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5100_5100_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5101_5101_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5102_5102_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5103_5103_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5104_5104_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5105_5105_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5106_5106_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5107_5107_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5108_5108_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5109_5109_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5110_5110_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5111_5111_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5112_5112_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5113_5113_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5114_5114_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5115_5115_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5116_5116_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5117_5117_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5118_5118_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5119_5119_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5120_5120_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5121_5121_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5122_5122_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5123_5123_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5124_5124_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5125_5125_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5126_5126_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5127_5127_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5128_5128_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5129_5129_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5130_5130_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5131_5131_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5132_5132_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5133_5133_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5134_5134_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5135_5135_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5136_5136_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5137_5137_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5138_5138_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5139_5139_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5140_5140_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5141_5141_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5142_5142_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5143_5143_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5144_5144_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5145_5145_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5146_5146_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5147_5147_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5148_5148_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5149_5149_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5150_5150_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5151_5151_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5152_5152_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5153_5153_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5154_5154_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5155_5155_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5156_5156_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5157_5157_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5158_5158_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5159_5159_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5160_5160_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5161_5161_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5162_5162_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5163_5163_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5164_5164_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5165_5165_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5166_5166_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5167_5167_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5168_5168_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5169_5169_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5170_5170_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5171_5171_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5172_5172_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5173_5173_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5174_5174_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5175_5175_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5176_5176_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5177_5177_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5178_5178_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5179_5179_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5180_5180_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5181_5181_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5182_5182_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5183_5183_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5184_5184_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5185_5185_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5186_5186_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5187_5187_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5188_5188_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5189_5189_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5190_5190_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5191_5191_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5192_5192_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5193_5193_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5194_5194_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5195_5195_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5196_5196_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5197_5197_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5198_5198_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5199_5199_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5200_5200_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5201_5201_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5202_5202_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5203_5203_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5204_5204_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5205_5205_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5206_5206_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5207_5207_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5208_5208_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5209_5209_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5210_5210_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5211_5211_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5212_5212_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5213_5213_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5214_5214_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5215_5215_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5216_5216_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5217_5217_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5218_5218_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5219_5219_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5220_5220_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5221_5221_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5222_5222_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5223_5223_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5224_5224_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5225_5225_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5226_5226_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5227_5227_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5228_5228_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5229_5229_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5230_5230_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5231_5231_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5232_5232_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5233_5233_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5234_5234_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5235_5235_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5236_5236_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5237_5237_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5238_5238_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5239_5239_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5240_5240_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5241_5241_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5242_5242_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5243_5243_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5244_5244_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5245_5245_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5246_5246_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5247_5247_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5248_5248_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5249_5249_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5250_5250_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5251_5251_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5252_5252_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5253_5253_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5254_5254_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5255_5255_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5256_5256_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5257_5257_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5258_5258_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5259_5259_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5260_5260_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5261_5261_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5262_5262_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5263_5263_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5264_5264_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5265_5265_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5266_5266_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5267_5267_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5268_5268_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5269_5269_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5270_5270_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5271_5271_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5272_5272_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5273_5273_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5274_5274_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5275_5275_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5276_5276_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5277_5277_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5278_5278_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5279_5279_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5280_5280_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5281_5281_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5282_5282_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5283_5283_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5284_5284_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5285_5285_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5286_5286_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5287_5287_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5288_5288_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5289_5289_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5290_5290_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5291_5291_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5292_5292_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5293_5293_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5294_5294_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5295_5295_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5296_5296_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5297_5297_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5298_5298_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5299_5299_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5300_5300_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5301_5301_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5302_5302_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5303_5303_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5304_5304_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5305_5305_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5306_5306_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5307_5307_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5308_5308_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5309_5309_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5310_5310_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5311_5311_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5312_5312_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5313_5313_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5314_5314_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5315_5315_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5316_5316_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5317_5317_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5318_5318_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5319_5319_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5320_5320_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5321_5321_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5322_5322_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5323_5323_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5324_5324_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5325_5325_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5326_5326_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5327_5327_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5328_5328_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5329_5329_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5330_5330_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5331_5331_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5332_5332_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5333_5333_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5334_5334_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5335_5335_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5336_5336_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5337_5337_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5338_5338_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5339_5339_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5340_5340_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5341_5341_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5342_5342_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5343_5343_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5344_5344_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5345_5345_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5346_5346_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5347_5347_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5348_5348_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5349_5349_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5350_5350_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5351_5351_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5352_5352_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5353_5353_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5354_5354_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5355_5355_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5356_5356_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5357_5357_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5358_5358_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5359_5359_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5360_5360_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5361_5361_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
5362_5362_xxx,1,1,1,1,20,20,20,20,0.039,0.039,0.05,0.05
